id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,cores_ord,speed_ord,wifi_ord,sim_ord,bluetooth_bin,screen_bin
713,1108,0.3,169,208,1742,1229,5,3,4,Yes,4,hepta,medium,Dual,14.0,20.0,2870,Touch,none,837,7,2,1,1,1,1
714,1188,0.6,114,1339,1558,2896,12,11,16,Yes,4,dual,medium,Dual,0.0,0.0,9315,LCD,a,1241,2,2,5,1,1,0
715,817,0.5,144,722,766,2039,11,6,19,No,2,triple,medium,Single,0.0,11.0,11684,Touch,none,586,3,2,1,2,0,1
716,863,0.7,133,717,1799,520,10,2,18,No,4,quad,medium,Dual,5.0,13.0,6537,LCD,b,690,4,2,4,1,0,0
717,1397,0.2,121,433,1658,1378,18,15,4,No,4,triple,high,Dual,5.0,15.0,3686,Touch,a,929,3,3,5,1,0,1
718,1108,0.7,140,1298,1666,3254,12,0,16,No,3,penta,medium,Single,3.0,12.0,49556,LCD,none,949,5,2,1,2,0,0
719,1068,0.9,184,186,1998,1803,5,4,7,No,4,hepta,medium,Dual,1.0,13.0,37349,LCD,none,874,7,2,1,1,0,0
720,1702,0.5,145,1397,1491,2501,16,12,4,Yes,4,dual,high,Single,12.0,15.0,52151,LCD,none,1086,2,3,1,2,1,0
721,808,0.1,192,618,1891,3762,15,9,12,No,3,quad,low,Dual,0.0,1.0,8570,LCD,a,1182,4,1,5,1,0,0
722,1156,0.1,89,1214,1262,1796,16,6,13,No,2,hepta,low,Single,6.0,9.0,61577,Touch,a,502,7,1,5,2,0,1
723,1271,0.1,159,613,650,990,14,11,6,No,2,octa,low,Dual,2.0,3.0,54406,Touch,b,585,8,1,4,1,0,1
724,696,0.3,197,649,907,2630,18,8,9,No,2,triple,low,Single,6.0,8.0,51319,LCD,n,731,3,1,2,2,0,0
725,1981,0.3,175,193,1234,1380,10,1,13,Yes,2,hexa,medium,Dual,13.0,18.0,45520,Touch,none,764,6,2,1,1,1,1
726,614,0.2,128,22,519,3487,15,6,11,No,4,hepta,medium,Dual,0.0,2.0,58199,Touch,n,751,7,2,2,1,0,1
727,1590,0.3,122,1464,1595,1201,12,3,18,No,3,triple,low,Dual,0.0,17.0,7584,Touch,n,737,3,1,2,1,0,1
728,1945,0.7,113,280,895,3015,6,1,15,No,2,triple,medium,Single,4.0,10.0,21601,LCD,none,599,3,2,1,2,0,0
729,1135,0.4,158,690,1589,3204,18,13,6,Yes,3,single,high,Dual,9.0,11.0,43457,LCD,none,890,1,3,1,1,1,0
730,1049,0.3,172,39,1564,433,10,7,6,No,4,hexa,low,Dual,8.0,10.0,2494,LCD,none,689,6,1,1,1,0,0
731,1807,0.8,125,337,1384,1906,17,13,13,Yes,2,single,medium,Single,2.0,10.0,49923,Touch,a,654,1,2,5,2,1,1
732,984,0.8,98,1036,1611,898,16,8,13,Yes,4,hepta,low,Single,13.0,17.0,42846,Touch,none,919,7,1,1,2,1,1
733,720,0.6,96,1347,1733,2799,5,3,15,Yes,4,hepta,medium,Dual,0.0,8.0,61851,LCD,a,628,7,2,5,1,1,0
734,1536,0.3,105,22,1634,2020,6,0,16,No,3,hepta,low,Single,12.0,20.0,13312,Touch,none,919,7,1,1,2,0,1
735,771,1.0,86,327,922,770,12,1,20,Yes,2,quad,low,Single,3.0,6.0,25709,Touch,none,373,4,1,1,2,1,1
736,503,0.6,185,778,1291,305,11,8,16,No,2,hexa,high,Single,3.0,11.0,57771,LCD,a,363,6,3,5,2,0,0
737,675,0.6,187,482,874,2953,9,5,13,No,3,hepta,high,Single,1.0,2.0,42617,Touch,none,334,7,3,1,2,0,1
738,1936,0.2,182,591,1089,1671,6,1,9,Yes,4,hepta,medium,Dual,13.0,14.0,34578,LCD,g,962,7,2,3,1,1,0
739,1303,0.1,138,229,1604,2574,12,4,14,No,4,triple,medium,Dual,0.0,10.0,16064,Touch,g,870,3,2,3,1,0,1
740,1004,0.2,141,901,1162,3772,17,8,18,Yes,2,hexa,high,Dual,0.0,9.0,35304,Touch,b,833,6,3,4,1,1,1
741,1972,0.7,102,715,1648,2870,16,0,17,No,2,dual,medium,Dual,0.0,1.0,37749,LCD,none,999,2,2,1,1,0,0
742,1822,0.2,195,172,910,2577,9,5,8,No,3,hexa,medium,Single,0.0,0.0,8571,Touch,none,850,6,2,1,2,0,1
743,1159,0.5,83,681,723,2246,8,1,3,Yes,4,single,high,Single,5.0,7.0,18987,Touch,none,875,1,3,1,2,1,1
744,1782,0.8,157,867,999,2405,15,0,16,Yes,4,single,high,Dual,6.0,13.0,58878,LCD,n,1171,1,3,2,1,1,0
745,894,0.7,168,286,1300,3377,5,1,6,No,3,octa,medium,Dual,16.0,20.0,16475,Touch,b,809,8,2,4,1,0,1
746,1884,0.8,185,451,819,3619,14,8,7,No,4,single,medium,Dual,7.0,18.0,42977,Touch,a,1227,1,2,5,1,0,1
747,1648,0.9,142,1119,1238,1184,6,2,2,Yes,4,dual,low,Single,1.0,3.0,17857,LCD,g,755,2,1,3,2,1,0
748,798,0.2,96,526,643,2965,15,7,14,No,3,triple,high,Single,5.0,9.0,4824,Touch,none,928,3,3,1,2,0,1
749,802,0.8,157,1299,1633,3713,8,3,8,Yes,2,triple,high,Dual,1.0,9.0,46192,LCD,none,911,3,3,1,1,1,0
750,1276,0.3,130,217,735,3798,19,10,8,Yes,3,dual,high,Dual,2.0,3.0,53869,Touch,b,1024,2,3,4,1,1,1
751,1331,0.5,165,1109,1226,1026,13,5,20,Yes,3,dual,medium,Single,0.0,7.0,16627,LCD,b,634,2,2,4,2,1,0
752,1620,0.9,186,434,1339,1086,18,14,13,No,3,hexa,high,Dual,6.0,18.0,5412,LCD,none,652,6,3,1,1,0,0
753,1996,0.4,122,671,1445,2236,8,7,12,No,4,quad,high,Single,5.0,9.0,51327,LCD,n,1351,4,3,2,2,0,0
754,1092,0.8,185,1404,1424,1303,12,3,20,No,2,single,high,Dual,8.0,10.0,45554,Touch,b,567,1,3,4,1,0,1
755,1018,0.1,155,856,883,3048,10,3,2,Yes,2,penta,low,Dual,7.0,18.0,63160,LCD,n,1193,5,1,2,1,1,0
756,545,0.3,131,381,1452,616,15,6,19,No,4,triple,low,Single,0.0,1.0,11805,Touch,a,624,3,1,5,2,0,1
757,554,0.1,105,85,806,3764,10,7,4,Yes,2,hexa,medium,Single,0.0,10.0,12508,Touch,a,472,6,2,5,2,1,1
758,1264,0.2,171,562,849,419,7,4,3,No,4,triple,high,Dual,2.0,3.0,34523,Touch,a,758,3,3,5,1,0,1
759,1030,0.2,138,1111,1812,2858,6,2,18,No,4,hexa,medium,Dual,3.0,20.0,58318,Touch,n,1087,6,2,2,1,0,1
760,1432,0.3,164,209,947,504,14,4,10,Yes,4,quad,medium,Dual,6.0,18.0,39280,Touch,none,851,4,2,1,1,1,1
761,558,0.8,142,997,1605,392,10,5,8,Yes,4,penta,high,Single,1.0,4.0,49400,Touch,g,711,5,3,3,2,1,1
762,829,0.6,129,91,1916,820,12,6,11,No,3,hepta,low,Single,0.0,1.0,56682,LCD,b,503,7,1,4,2,0,0
763,1741,0.7,143,730,1895,3387,11,3,3,Yes,3,octa,medium,Single,0.0,0.0,14605,LCD,none,1007,8,2,1,2,1,0
764,1849,0.4,144,606,1123,3447,14,11,19,Yes,4,penta,high,Single,7.0,19.0,15473,LCD,g,1728,5,3,3,2,1,0
765,733,0.2,174,445,1409,1403,15,8,2,No,4,hepta,medium,Single,5.0,10.0,7427,Touch,none,825,7,2,1,2,0,1
766,1872,0.5,80,286,1484,2295,15,11,16,Yes,2,dual,low,Dual,0.0,2.0,16748,LCD,a,649,2,1,5,1,1,0
767,1853,0.3,197,985,1005,1973,10,2,8,No,3,hexa,low,Dual,1.0,13.0,27105,LCD,b,560,6,1,4,1,0,0
768,1149,0.2,106,1617,1675,3755,17,14,8,Yes,3,hexa,medium,Single,4.0,5.0,30362,LCD,none,1003,6,2,1,2,1,0
769,891,0.3,196,375,1724,2073,7,1,10,No,4,dual,low,Dual,9.0,19.0,25596,LCD,n,1014,2,1,2,1,0,0
770,1911,0.6,163,1795,1958,3872,9,8,11,Yes,4,octa,medium,Single,7.0,8.0,63982,Touch,none,1533,8,2,1,2,1,1
771,550,0.1,145,486,1930,302,18,5,8,Yes,4,dual,low,Single,16.0,17.0,23173,LCD,none,648,2,1,1,2,1,0
772,576,0.1,121,757,1518,1519,18,6,8,No,4,dual,low,Single,0.0,4.0,27415,LCD,a,678,2,1,5,2,0,0
773,1760,0.8,198,273,1704,2549,10,8,4,No,4,single,medium,Single,1.0,2.0,50471,Touch,none,1019,1,2,1,2,0,1
774,969,0.3,124,491,589,404,18,5,19,No,3,hepta,high,Single,0.0,0.0,45649,LCD,b,673,7,3,4,2,0,0
775,1160,0.7,166,762,859,595,18,4,15,No,4,triple,medium,Single,1.0,2.0,63699,LCD,n,875,3,2,2,2,0,0
776,827,0.9,160,448,821,1663,14,0,17,No,4,dual,medium,Dual,2.0,16.0,18531,Touch,b,808,2,2,4,1,0,1
777,1786,0.7,161,231,1671,2764,9,3,7,No,4,hepta,low,Single,9.0,10.0,58406,Touch,g,1118,7,1,3,2,0,1
778,774,0.4,136,1713,1865,2614,7,0,14,Yes,4,single,low,Dual,2.0,4.0,8559,Touch,g,1030,1,1,3,1,1,1
779,819,0.2,83,438,822,1094,10,5,15,Yes,4,octa,high,Dual,0.0,1.0,11678,LCD,none,661,8,3,1,1,1,0
780,1042,0.6,139,68,1018,2826,18,0,2,No,4,penta,medium,Single,15.0,16.0,11136,LCD,none,928,5,2,1,2,0,0
781,1368,0.2,97,698,829,2496,13,6,5,No,2,hepta,high,Dual,10.0,18.0,50067,Touch,b,749,7,3,4,1,0,1
782,1592,0.1,181,510,522,2103,19,8,7,No,4,dual,medium,Single,6.0,17.0,50282,LCD,none,1032,2,2,1,2,0,0
783,1067,0.2,146,965,1009,966,5,0,13,No,2,single,medium,Dual,11.0,15.0,14554,LCD,b,659,1,2,4,1,0,0
784,1892,0.4,110,1399,1564,2172,17,14,3,Yes,3,quad,low,Single,5.0,10.0,47757,Touch,a,820,4,1,5,2,1,1
785,915,0.6,187,532,1448,905,19,10,12,No,2,octa,medium,Single,6.0,17.0,56294,Touch,none,525,8,2,1,2,0,1
786,774,0.9,124,8,896,3916,8,1,12,Yes,4,triple,high,Single,7.0,18.0,55796,Touch,none,1147,3,3,1,2,1,1
787,1848,0.7,179,154,605,3902,11,9,3,Yes,4,dual,medium,Dual,2.0,10.0,42798,LCD,a,1348,2,2,5,1,1,0
788,1501,0.2,187,198,1056,2487,13,12,16,No,4,single,medium,Single,12.0,15.0,2701,Touch,n,1113,1,2,2,2,0,1
789,1614,0.3,188,860,1330,3914,17,13,13,No,4,triple,medium,Single,8.0,17.0,55512,LCD,none,1415,3,2,1,2,0,0
790,911,0.1,181,461,670,363,9,5,17,Yes,2,penta,high,Single,0.0,1.0,46817,Touch,none,322,5,3,1,2,1,1
791,1520,0.7,199,109,1909,3233,13,3,4,No,4,penta,low,Single,1.0,8.0,24384,LCD,g,1381,5,1,3,2,0,0
792,1647,0.3,102,193,1185,2532,16,14,15,No,4,hexa,medium,Dual,3.0,15.0,38376,LCD,a,813,6,2,5,1,0,0
793,1347,0.8,108,961,1008,3836,15,3,14,No,4,hexa,low,Dual,8.0,15.0,53134,LCD,b,1273,6,1,4,1,0,0
794,967,0.6,92,243,1642,3076,7,4,18,Yes,2,octa,medium,Single,4.0,9.0,25219,Touch,n,748,8,2,2,2,1,1
795,1442,0.7,145,1626,1668,1513,11,8,7,No,4,penta,medium,Single,0.0,3.0,56789,Touch,none,1060,5,2,1,2,0,1
796,1204,0.3,199,480,1482,1724,11,2,19,Yes,3,hepta,high,Single,0.0,3.0,10696,LCD,none,709,7,3,1,2,1,0
797,1320,0.6,144,123,1229,542,11,1,14,No,4,hepta,medium,Dual,0.0,2.0,41528,Touch,none,777,7,2,1,1,0,1
798,1800,0.4,100,400,823,3481,10,8,8,Yes,4,hepta,low,Single,2.0,6.0,8174,LCD,n,895,7,1,2,2,1,0
799,1567,0.8,153,190,1326,3991,15,2,10,No,3,triple,medium,Dual,3.0,19.0,22644,LCD,none,1579,3,2,1,1,0,0
800,1439,0.8,147,626,932,1790,19,12,15,No,4,single,low,Single,12.0,17.0,20812,LCD,g,733,1,1,3,2,0,0
801,1422,0.1,112,1,926,509,19,1,3,No,3,single,medium,Single,15.0,17.0,3348,Touch,b,593,1,2,4,2,0,1
802,1591,1.0,161,548,1641,282,10,9,14,Yes,4,triple,medium,Dual,4.0,16.0,52756,Touch,g,724,3,2,3,1,1,1
803,880,0.6,198,632,660,3006,6,4,3,No,3,quad,medium,Single,2.0,19.0,6483,LCD,none,787,4,2,1,2,0,0
804,1929,1.0,163,349,1051,1913,12,7,6,Yes,4,hexa,low,Dual,0.0,2.0,19230,Touch,none,972,6,1,1,1,1,1
805,1642,0.4,102,1686,1889,1333,18,0,2,Yes,2,penta,medium,Dual,0.0,2.0,5932,LCD,n,725,5,2,2,1,1,0
806,1511,0.2,114,1455,1982,3746,10,0,5,No,3,triple,high,Dual,3.0,18.0,21589,LCD,none,1507,3,3,1,1,0,0
807,1312,0.6,163,95,893,3941,6,2,13,No,4,dual,medium,Single,5.0,9.0,10848,Touch,g,1019,2,2,3,2,0,1
808,1852,0.7,196,580,1163,3970,13,1,11,No,4,single,medium,Single,4.0,18.0,10035,LCD,a,1161,1,2,5,2,0,0
809,972,0.7,82,297,589,3925,7,6,7,Yes,2,hepta,medium,Single,8.0,10.0,44603,Touch,none,703,7,2,1,2,1,1
810,691,0.9,108,951,962,424,5,3,15,Yes,4,quad,high,Dual,4.0,8.0,33199,Touch,b,642,4,3,4,1,1,1
811,807,0.3,158,667,697,1284,17,13,2,No,2,penta,low,Single,9.0,20.0,8688,Touch,a,588,5,1,5,2,0,1
812,1113,0.3,145,1047,1312,277,11,2,12,No,3,single,low,Dual,0.0,10.0,25145,LCD,b,638,1,1,4,1,0,0
813,721,0.9,125,408,1862,1713,10,3,4,Yes,2,single,medium,Dual,10.0,18.0,16142,Touch,b,666,1,2,4,1,1,1
814,1188,0.3,198,1150,1469,485,12,7,7,Yes,2,hexa,medium,Dual,0.0,2.0,54995,Touch,none,400,6,2,1,1,1,1
815,1512,0.1,131,333,952,3002,6,5,7,Yes,2,single,low,Single,1.0,14.0,52571,LCD,g,973,1,1,3,2,1,0
816,805,0.1,97,641,704,418,11,6,17,Yes,2,quad,low,Single,0.0,14.0,64574,Touch,b,430,4,1,4,2,1,1
817,918,0.1,123,653,671,1652,17,4,14,No,3,hepta,low,Dual,1.0,5.0,8391,Touch,none,682,7,1,1,1,0,1
818,1320,0.2,168,103,1583,2893,8,5,9,No,2,penta,low,Dual,7.0,16.0,48093,LCD,g,872,5,1,3,1,0,0
819,1236,0.1,188,517,809,1406,14,12,20,No,4,single,low,Dual,2.0,14.0,57374,LCD,b,750,1,1,4,1,0,0
820,1387,0.5,98,785,1151,629,5,3,11,No,4,triple,low,Single,0.0,0.0,61208,Touch,none,812,3,1,1,2,0,1
821,1883,0.5,95,531,791,3724,16,15,20,Yes,4,dual,high,Dual,6.0,10.0,30296,Touch,b,1380,2,3,4,1,1,1
822,839,0.4,175,564,1391,3835,15,8,11,No,3,hepta,medium,Dual,0.0,3.0,14732,LCD,none,576,7,2,1,1,0,0
823,1593,0.7,130,761,1336,1354,15,13,13,Yes,4,octa,medium,Single,0.0,0.0,52587,Touch,a,669,8,2,5,2,1,1
824,1722,0.8,88,1179,1638,2376,5,1,19,Yes,2,hexa,medium,Single,7.0,19.0,25323,LCD,g,934,6,2,3,2,1,0
825,1954,0.9,126,673,690,3438,17,12,13,No,3,triple,low,Dual,8.0,9.0,7670,LCD,none,853,3,1,1,1,0,0
826,1788,0.3,150,472,1073,2655,12,2,4,Yes,4,hexa,low,Dual,15.0,20.0,2515,LCD,g,935,6,1,3,1,1,0
827,1628,0.9,101,412,643,3361,16,10,13,No,4,hexa,low,Single,5.0,8.0,33436,LCD,none,1353,6,1,1,2,0,0
828,1965,1.0,84,977,1660,3535,17,0,16,No,4,hepta,low,Single,6.0,9.0,4022,Touch,g,1010,7,1,3,2,0,1
829,833,0.9,124,359,1395,2150,9,5,7,Yes,2,single,medium,Single,4.0,6.0,27376,Touch,a,516,1,2,5,2,1,1
830,571,0.5,141,224,783,2587,7,5,18,No,4,triple,low,Single,1.0,8.0,43392,LCD,none,1188,3,1,1,2,0,0
831,1808,0.5,92,714,1208,2736,9,1,8,Yes,2,dual,low,Dual,1.0,16.0,31246,LCD,b,777,2,1,4,1,1,0
832,1860,0.7,83,195,799,676,15,0,4,No,4,hexa,low,Dual,2.0,3.0,55504,LCD,b,646,6,1,4,1,0,0
833,1368,0.1,115,843,1145,2941,13,12,17,Yes,2,hepta,medium,Dual,4.0,7.0,9782,Touch,none,886,7,2,1,1,1,1
834,1161,0.6,126,308,1169,3336,6,4,14,No,4,octa,medium,Dual,0.0,12.0,22010,LCD,a,1138,8,2,5,1,0,0
835,1224,1.0,157,522,563,3796,10,5,13,Yes,3,single,medium,Single,9.0,18.0,33445,Touch,none,859,1,2,1,2,1,1
836,902,0.7,122,364,1360,3654,18,8,15,Yes,2,penta,low,Dual,0.0,14.0,63361,Touch,g,916,5,1,3,1,1,1
837,787,0.6,93,806,1423,2934,8,6,14,Yes,3,single,low,Single,15.0,16.0,11022,LCD,a,655,1,1,5,2,1,0
838,854,0.5,125,518,1152,2889,5,2,11,No,2,octa,low,Single,2.0,5.0,30535,LCD,g,702,8,1,3,2,0,0
839,1184,0.6,191,519,1577,3315,17,7,14,No,4,single,medium,Dual,1.0,6.0,48157,Touch,g,1081,1,2,3,1,0,1
840,1973,0.8,152,792,1181,1993,9,0,5,No,4,quad,medium,Dual,5.0,6.0,39373,LCD,none,1124,4,2,1,1,0,0
841,510,0.8,120,382,1228,2509,17,2,11,No,2,triple,medium,Dual,3.0,6.0,35194,Touch,b,675,3,2,4,1,0,1
842,966,0.5,118,214,1523,3534,18,17,11,No,4,dual,medium,Single,8.0,10.0,34523,Touch,n,1004,2,2,2,2,0,1
843,1438,0.6,169,859,867,2246,14,11,15,Yes,2,octa,medium,Single,3.0,7.0,16261,LCD,none,497,8,2,1,2,1,0
844,1986,0.4,95,342,774,3165,5,0,13,No,3,triple,low,Single,7.0,9.0,51743,LCD,none,878,3,1,1,2,0,0
845,1907,0.9,105,713,1513,286,14,4,17,No,3,hepta,medium,Single,13.0,15.0,56001,LCD,b,578,7,2,4,2,0,0
846,1489,0.6,200,172,812,776,7,6,8,No,2,single,high,Dual,8.0,16.0,32803,LCD,none,580,1,3,1,1,0,0
847,1843,0.7,134,118,580,3213,15,14,15,Yes,4,hexa,medium,Dual,13.0,18.0,16358,Touch,none,1097,6,2,1,1,1,1
848,825,0.4,94,540,783,716,11,4,14,Yes,2,triple,medium,Single,11.0,18.0,38509,Touch,none,451,3,2,1,2,1,1
849,1286,0.1,98,18,662,424,10,5,4,Yes,4,dual,high,Single,10.0,18.0,16085,Touch,none,695,2,3,1,2,1,1
850,840,0.8,137,987,1081,3486,12,8,18,No,4,hepta,low,Single,0.0,19.0,63260,Touch,none,912,7,1,1,2,0,1
851,757,0.2,163,535,697,3237,19,12,9,No,4,quad,high,Dual,5.0,7.0,59072,LCD,a,1045,4,3,5,1,0,0
852,814,0.8,177,1092,1406,1944,16,6,12,Yes,3,dual,medium,Dual,2.0,10.0,41589,LCD,none,796,2,2,1,1,1,0
853,1195,0.9,80,327,1001,643,14,2,19,Yes,4,hexa,medium,Dual,2.0,6.0,8307,LCD,none,820,6,2,1,1,1,0
854,767,0.5,107,517,1995,2317,6,0,12,No,4,quad,low,Single,7.0,12.0,10210,Touch,a,668,4,1,5,2,0,1
855,1068,0.1,97,994,1500,1436,16,1,15,No,4,octa,medium,Single,6.0,7.0,52386,LCD,none,964,8,2,1,2,0,0
856,994,0.5,173,491,530,3190,5,2,20,Yes,3,triple,high,Dual,0.0,3.0,56577,Touch,a,849,3,3,5,1,1,1
857,1550,0.8,133,268,832,2338,16,1,15,Yes,2,dual,high,Single,6.0,11.0,21961,Touch,none,777,2,3,1,2,1,1
858,1878,0.6,85,210,1026,1334,18,7,2,Yes,2,octa,low,Single,9.0,19.0,29502,LCD,none,755,8,1,1,2,1,0
859,623,0.1,127,144,672,3657,17,3,19,No,3,triple,medium,Single,2.0,4.0,6822,Touch,none,1031,3,2,1,2,0,1
860,1829,0.4,160,729,1267,2080,16,11,12,Yes,4,penta,low,Single,0.0,7.0,15293,LCD,a,1136,5,1,5,2,1,0
861,525,0.8,190,82,670,1609,16,11,3,No,2,hepta,high,Dual,11.0,20.0,35464,LCD,none,419,7,3,1,1,0,0
862,1065,0.7,89,188,928,3078,10,1,18,Yes,4,dual,low,Single,0.0,2.0,14578,LCD,g,866,2,1,3,2,1,0
863,1425,0.7,127,150,1897,590,13,2,6,No,4,octa,medium,Single,9.0,14.0,35331,Touch,b,687,8,2,4,2,0,1
864,1296,0.2,129,1222,1382,2552,19,8,10,No,3,hepta,medium,Dual,3.0,4.0,11458,Touch,a,1180,7,2,5,1,0,1
865,642,0.8,197,331,1011,3355,12,5,13,No,2,dual,high,Single,3.0,15.0,34392,LCD,none,827,2,3,1,2,0,0
866,1664,0.5,177,1178,1929,1968,12,7,9,Yes,4,hepta,high,Dual,9.0,19.0,15735,LCD,none,980,7,3,1,1,1,0
867,1498,0.1,170,347,1076,3358,7,3,19,Yes,4,hepta,low,Single,3.0,4.0,8329,LCD,none,1510,7,1,1,2,1,0
868,981,0.1,136,75,688,1539,19,12,19,Yes,2,triple,medium,Dual,0.0,7.0,2790,LCD,none,634,3,2,1,1,1,0
869,1236,0.3,143,492,1403,942,16,12,14,Yes,4,quad,high,Single,6.0,18.0,32213,Touch,b,686,4,3,4,2,1,1
870,1673,0.1,187,65,734,3669,9,1,10,No,3,triple,high,Dual,7.0,10.0,9528,LCD,a,897,3,3,5,1,0,0
871,712,0.8,172,881,1234,3612,13,5,4,Yes,4,dual,medium,Single,6.0,14.0,9054,LCD,none,1106,2,2,1,2,1,0
872,569,0.8,170,351,1159,2351,8,7,10,Yes,4,triple,low,Dual,10.0,19.0,4587,Touch,none,941,3,1,1,1,1,1
873,603,0.2,156,1842,1968,604,10,4,8,Yes,4,hexa,low,Dual,0.0,0.0,64866,Touch,n,858,6,1,2,1,1,1
874,1332,0.5,187,758,1165,1285,5,0,9,No,3,dual,low,Dual,2.0,4.0,11846,Touch,none,869,2,1,1,1,0,1
875,1413,0.1,128,1323,1481,515,5,0,18,No,4,single,low,Single,0.0,0.0,13544,Touch,none,814,1,1,1,2,0,1
876,1064,0.2,184,1175,1569,654,16,13,6,No,4,hexa,high,Dual,1.0,13.0,34956,LCD,none,756,6,3,1,1,0,0
877,1444,0.5,82,1092,1554,2540,17,2,15,No,3,penta,low,Single,2.0,17.0,48719,Touch,n,1404,5,1,2,2,0,1
878,1366,0.2,161,647,1876,3869,17,5,14,Yes,4,penta,medium,Dual,5.0,9.0,53410,LCD,a,1012,5,2,5,1,1,0
879,906,0.1,136,1102,1793,3412,13,8,16,No,3,dual,medium,Dual,7.0,11.0,18284,LCD,none,892,2,2,1,1,0,0
880,1554,0.7,185,319,1367,509,12,3,19,No,4,penta,high,Dual,3.0,12.0,47264,LCD,none,845,5,3,1,1,0,0
881,1187,0.2,122,215,1125,2547,10,3,5,No,4,hexa,high,Single,0.0,6.0,21371,Touch,none,947,6,3,1,2,0,1
882,1156,0.9,173,945,1913,2735,16,15,13,Yes,4,triple,high,Dual,1.0,16.0,30485,LCD,b,1205,3,3,4,1,1,0
883,1918,0.3,139,381,1203,1369,9,6,6,No,2,single,high,Single,1.0,5.0,22550,Touch,a,539,1,3,5,2,0,1
884,841,0.1,199,546,828,2942,11,5,16,Yes,2,hexa,low,Dual,8.0,13.0,39246,Touch,b,467,6,1,4,1,1,1
885,730,0.9,167,1096,1155,2812,10,1,17,Yes,2,hepta,medium,Dual,6.0,10.0,6373,LCD,none,431,7,2,1,1,1,0
886,878,0.5,153,575,618,3497,9,7,11,Yes,4,quad,medium,Single,13.0,18.0,31017,Touch,none,798,4,2,1,2,1,1
887,1059,0.7,182,519,1545,619,5,3,18,No,2,octa,low,Dual,0.0,1.0,50673,Touch,a,599,8,1,5,1,0,1
888,1578,0.9,200,342,670,3483,17,4,16,No,3,single,high,Single,8.0,20.0,3247,LCD,none,1479,1,3,1,2,0,0
889,1829,0.8,112,291,563,1475,11,4,7,No,2,penta,medium,Single,0.0,1.0,36838,LCD,none,761,5,2,1,2,0,0
890,1132,0.1,157,1091,1293,1950,11,2,6,No,2,single,medium,Single,0.0,4.0,8204,Touch,a,835,1,2,5,2,0,1
891,1652,1.0,198,352,1084,3592,7,6,6,No,4,hepta,low,Dual,4.0,6.0,40453,LCD,none,1365,7,1,1,1,0,0
892,912,0.3,107,165,1723,3573,17,3,20,No,3,penta,low,Dual,0.0,1.0,58661,Touch,none,1151,5,1,1,1,0,1
893,1181,0.6,116,385,831,2020,6,0,18,No,4,dual,high,Single,12.0,16.0,60752,Touch,none,830,2,3,1,2,0,1
894,1497,0.7,92,1920,1933,1329,6,1,7,Yes,3,triple,low,Single,5.0,9.0,32833,Touch,none,875,3,1,1,2,1,1
895,1790,0.5,100,396,1980,3568,6,2,18,Yes,4,triple,high,Dual,3.0,11.0,49534,LCD,n,1127,3,3,2,1,1,0
896,1742,0.8,100,1134,1469,1947,5,4,6,Yes,3,single,medium,Single,3.0,9.0,49643,LCD,n,799,1,2,2,2,1,0
897,1549,0.4,158,721,1514,1998,12,7,15,Yes,3,penta,low,Single,4.0,7.0,8655,Touch,none,1012,5,1,1,2,1,1
898,1372,0.4,193,687,937,725,11,3,20,Yes,3,quad,high,Single,7.0,17.0,34393,LCD,none,672,4,3,1,2,1,0
899,1112,0.9,190,777,1119,3302,11,0,20,No,4,quad,low,Single,0.0,6.0,12172,Touch,g,1131,4,1,3,2,0,1
900,1005,0.4,133,176,1556,3884,17,0,20,No,2,octa,low,Single,0.0,17.0,46612,Touch,a,1091,8,1,5,2,0,1
901,783,0.3,150,458,1263,1185,15,4,6,Yes,4,hexa,medium,Dual,9.0,11.0,27753,Touch,n,763,6,2,2,1,1,1
902,1698,0.4,105,485,1819,1656,5,3,17,No,4,dual,high,Single,10.0,18.0,26638,LCD,g,865,2,3,3,2,0,0
903,899,0.3,192,641,1638,2870,19,16,10,Yes,4,quad,high,Single,3.0,11.0,53763,LCD,a,848,4,3,5,2,1,0
904,1062,0.2,151,798,1435,911,14,2,9,No,2,triple,medium,Single,3.0,4.0,45919,LCD,none,546,3,2,1,2,0,0
905,989,0.2,166,256,1394,3892,18,7,19,Yes,3,triple,medium,Single,4.0,19.0,17650,Touch,none,847,3,2,1,2,1,1
906,1983,0.6,125,370,1197,3897,12,10,10,Yes,4,single,medium,Dual,6.0,11.0,27531,Touch,n,1677,1,2,2,1,1,1
907,1800,0.3,87,191,1108,656,14,10,18,Yes,2,single,high,Single,5.0,12.0,53559,LCD,b,539,1,3,4,2,1,0
908,1254,0.4,146,1571,1956,606,7,2,2,No,4,triple,medium,Single,0.0,3.0,45279,Touch,n,1006,3,2,2,2,0,1
909,868,0.8,83,276,1026,1653,11,7,17,No,3,quad,medium,Single,0.0,0.0,30439,LCD,none,809,4,2,1,2,0,0
910,1205,0.6,175,573,614,860,14,1,14,No,3,quad,low,Dual,3.0,6.0,12108,LCD,a,551,4,1,5,1,0,0
911,1284,0.9,155,160,516,2197,16,2,9,Yes,2,dual,high,Dual,0.0,14.0,10330,Touch,g,711,2,3,3,1,1,1
